IIIF_Prent,Onderdeel,Onderdeel_AAT,Titel_Fabel,Aap,Ezel,Kip,Slang,Vos,Objecttype,Objecttype_AAT,Afmeting_optioneel,Kunstenaar1_VN,Kunstenaar1_AN,Kunstenaar1_AR,Kunstenaar1_RL,Kunstenaar2_VN,Kunstenaar2_AN,Kunstenaar2_AR,Kunstenaar2_RL,c:loi,c:loi (convoluut),o:loi,Korte titel,Pagina,Maker1_VN,Maker1_AN,Maker1_AR,Maker1_RL,Maker2_VN,Maker2_AN,Maker2_AR,Maker2_RL,Maker3_VN,Maker3_AN,Maker3_AR,Maker3_RL,Plaats_Uitgave,Datering,Manifest,Plaatskenmerk,PermalinkAnet_Boek
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000115/1518,612,985,852/max/0/default.jpg",Figuur (illustratie),300188975,Du Renard & du Buisson,,,,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",201,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000117/1539,604,996,888/max/0/default.jpg",Figuur (illustratie),300188975,Du Loup Testateur & du Renard Legataire,,,,,2,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",205,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000130/1565,580,977,887/max/0/default.jpg",Figuur (illustratie),300188975,Du Renard & du Leopard,,,,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",7,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000138/434,546,976,937/max/0/default.jpg",Figuur (illustratie),300188975,Du Lion décrépit,,1,,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",22,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000142/491,582,987,846/max/0/default.jpg",Figuur (illustratie),300188975,Du Renard & des Raisins,,,,,2,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",30,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000146/471,518,1014,909/max/0/default.jpg",Figuur (illustratie),300188975,"Du Païsan, du Renard & du Cocq",,,2,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",38,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000152/482,590,979,867/max/0/default.jpg",Figuur (illustratie),300188975,Du Singe & du Renard,3,1,,,2,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",50,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000154/458,576,1020,904/max/0/default.jpg",Figuur (illustratie),300188975,De la Guenon & de son Marmot,3,,,,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",[54],[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000156/487,555,977,890/max/0/default.jpg",Figuur (illustratie),300188975,Du Païsan & d'Esculape,,,,2,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",58,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000160/510,542,987,914/max/0/default.jpg",Figuur (illustratie),300188975,Du Renard & du Corbeau,,,,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",68,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000162/550,535,991,904/max/0/default.jpg",Figuur (illustratie),300188975,Du Renard & du Vautour,,,,,3,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",72,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000166/499,557,1027,919/max/0/default.jpg",Figuur (illustratie),300188975,Du Serrurier & de la Couleuvre,,,,1,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",80,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000170/569,551,985,884/max/0/default.jpg",Figuur (illustratie),300188975,De l'Ane mécontent de son état,,1,,,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",88,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000174/511,613,950,827/max/0/default.jpg",Figuur (illustratie),300188975,Du Singe habillé,1,,,,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",96,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000198/1575,500,999,934/max/0/default.jpg",Figuur (illustratie),300188975,Du Chat du & Cocq [sic],,,1,,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",143,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000202/1590,547,1014,844/max/0/default.jpg",Figuur (illustratie),300188975,Du Renard & du Loup,,,,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",151,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000204/1615,557,996,894/max/0/default.jpg",Figuur (illustratie),300188975,Du Baudet & du petit Chien,,1,,,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",155,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000215/1600,584,995,890/max/0/default.jpg",Figuur (illustratie),300188975,De l'Ane & de la peau de Lion,,1,,,1,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",177,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/canvas/00000226/636,560,954,907/max/0/default.jpg",Figuur (illustratie),300188975,Du Coq & du Diamant,,,1,,,Diepdruk,300041338,,Abraham,"Blois, de",a::920.138355:1,Illustrator,Ottmar II,Elliger,a::920.66618:1,Illustrator,c:lvd:14007187,,o:lvd:13266827,"Contes et fables, avec le sens moral",198,[Eustache],"Noble, le",a::920.138354:1.1,Auteur,Michel [Michel III],Brunet,a::06.1213:1.1,Uitgever,,,,,Paris [Parijs],1700,https://anet.be/iiif/a055d74441a9a2268ee8bf4c0ce09f65658e1217/manifest,MAG-P 12.2061,https://anet.be/record/opacuantwerpen/c:lvd:14007187/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000004/3333,403,2922,3843/max/0/default.jpg",Frontispice (illustraties),300083021,[Geen],1,1,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,[V],Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000022/3528,1776,1262,1278/max/0/default.jpg",Plaat (illustratie),300189216,Ranæ regem petierunt,,,,1,,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,[XXXVII],Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000023/3633,532,2295,906/max/0/default.jpg",Figuur (illustratie),300188975,[Geen],,,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,1,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000023/3550,2536,1014,890/max/0/default.jpg",Versierde initiaal,300417548,[Geen],,,,1,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,1,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000028/4911,585,1319,1278/max/0/default.jpg",Plaat (illustratie),300189216,Vulpis ad personam tragicam,,,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,10,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000028/3558,2923,1319,1278/max/0/default.jpg",Plaat (illustratie),300189216,Lupus et Vulpis judice Simio,1,,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,10,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000028/4869,2956,1319,1278/max/0/default.jpg",Plaat (illustratie),300189216,Asinus et Leo venantes,,1,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,10,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000032/4847,552,1312,1295/max/0/default.jpg",Plaat (illustratie),300189216,"Vulpis, et Corvus",,,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,16,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000032/4839,1755,1312,1295/max/0/default.jpg",Plaat (illustratie),300189216,Asinus ad senem pastorem,,1,,,,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,16,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000036/4783,1749,1227,1261/max/0/default.jpg",Plaat (illustratie),300189216,"Leo senex, Aper, Taurus, et Asinus",,1,,,,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,22,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000040/3553,1781,1260,1268/max/0/default.jpg",Plaat (illustratie),300189216,"Vulpis, et Ciconia",,,,,2,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,28,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000040/3553,3016,1260,1268/max/0/default.jpg",Plaat (illustratie),300189216,"Vulpis, et Aquila",,,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,28,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000040/4813,2965,1260,1268/max/0/default.jpg",Plaat (illustratie),300189216,"Asinus, irridens aprum",,1,,,,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,28,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000046/738,1586,2526,2375/max/0/default.jpg",Figuur (illustratie),300188975,[Geen],,2,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,36,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000046/3667,1603,923,898/max/0/default.jpg",Versierde initiaal,300417548,[Geen],,,,,1,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,37,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
"https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/canvas/00000048/3678,598,1271,1254/max/0/default.jpg",Plaat (illustratie),300189216,"Aquila, Feles, et Aper",,,4,,,Diepdruk,300041338,,Pieter,"Gunst, van",a::920.5677:1:N,Illustrator,François,Halma,a::920.76733:1,Illustrator,c:lvd:13972107,,o:lvd:13259823,Fabularum Aesopiarum libri V,40,Aug. libertus,Phaedrus,a::920.5234:1.11,Fabulator,David,"Hoogstratanus [Hoogstraten, van]",a::920.3936:1.3,Edit.,Francisci [François],Halmae [Halma],a::06.1601:1.10,Uitgever,Amstelaedami [Amsterdam],1701,https://anet.be/iiif/db2e5361f408f5e5b2e18a6bc7497bfcbdd82436/manifest,MAG-P 14.893,https://anet.be/record/opacuantwerpen/c:lvd:13972107/N
